bigg_id	smiles	mol_weight	xlogp	hbond_acceptor	hbond_donor	tpsa	ring_count	formal_charge
ahandrostanglc		466.6	2.3	8	4	134.0	0	0
ahcys		384.41	-3.5	11	5	208.0	0	0
aicar		338.21	-3.8	10	6	203.0	0	0
air		295.19	-3.6	9	5	160.0	0	0
alaala		160.17	-3.3	4	3	92.4	0	0
akg		146.1	-0.9	5	2	91.7	0	0
alaasnleu		316.35	-4.9	6	5	165.0	0	0
alaargcys		348.42	-4.8	7	7	187.0	0	0
alahisala		297.31	-3.7	6	5	150.0	0	0
alaglylys		274.32	-4.1	6	5	148.0	0	0
alltn		158.12	-2.2	3	4	113.0	0	0
allop		136.11	-0.7	3	2	70.1	0	0
alaarggly		302.33	-5.1	6	6	186.0	0	0
am6sa		141.12	-0.3	4	2	80.4	0	0
ametam		355.44	-0.8	8	4	146.0	0	0
amet		398.4	-2.8	10	4	186.0	0	0
and19one		302.4	1.5	3	1	54.4	0	0
amuco		155.11	1.0	5	1	106.0	0	0
andrstandn		288.4	3.6	2	0	34.1	0	0
andrstndn		286.4	2.7	2	0	34.1	0	0
andrstrnglc		466.6	2.3	8	4	134.0	0	0
amp		347.22	-3.5	11	5	186.0	0	0
anth		136.13	1.9	3	1	66.2	0	0
aprgstrn		316.5	4.2	2	1	37.3	0	0
apnnox		152.23	2.1	1	0	12.5	0	0
aps		427.29	-3.9	14	5	238.0	0	0
appnn		136.23	2.8	0	0	0.0	0	0
antipyrene		212.2	1.7	7	4	95.2	0	0
aqcobal		1348.4	0.0	19	10	453.0	0	0
arachd		304.5	6.3	2	1	37.3	0	0
arach		312.5	8.5	2	1	37.3	0	0
arachcrn		455.7	9.9	4	0	66.4	0	0
arachcoa		1062.1	3.9	22	9	389.0	0	0
aracheth		347.5	5.7	3	1	52.3	0	0
arg		102.1	0.0	3	2	57.5	0	0
argalaala		316.36	-4.7	6	6	186.0	0	0
argarglys		458.6	-7.5	8	9	276.0	0	0
arachdcoa		1054.0	0.9	22	9	389.0	0	0
argarg		330.39	-6.5	6	7	221.0	0	0
argalathr		346.38	-5.3	7	7	206.0	0	0
argglygly		288.3	-5.5	6	6	186.0	0	0
arghisthr		412.44	-5.6	8	8	235.0	0	0
argglupro		400.43	-5.9	8	6	214.0	0	0
argleuphe		434.5	-2.9	6	6	186.0	0	0
argpromet		402.5	-4.8	7	5	202.0	0	0
argserser		348.36	-7.2	8	8	226.0	0	0
argprothr		372.42	-6.0	7	6	197.0	0	0
argsuc		290.27	-4.7	8	6	188.0	0	0
argvalcys		376.48	-3.8	7	7	187.0	0	0
argvaltrp		459.5	-2.6	6	7	202.0	0	0
asncyscys		338.4	-5.2	8	7	167.0	0	0
asnmetpro		360.43	-5.1	7	4	181.0	0	0
asn		132.12	-3.4	4	3	106.0	0	0
asnasnarg		402.41	-7.7	8	8	272.0	0	0
asnphecys		382.4	-3.4	7	6	166.0	0	0
asntyrgly		352.34	-5.2	7	6	185.0	0	0
asntyrphe		442.5	-4.0	7	6	185.0	0	0
asntyrthr		396.4	-5.2	8	7	205.0	0	0
aspalaarg		359.38	-6.2	7	7	229.0	0	0
aspglu		262.22	-4.6	8	5	167.0	0	0
aspglupro		359.33	-5.6	9	5	187.0	0	0
asphiscys		373.39	-4.7	9	7	189.0	0	0
asphispro		367.36	-4.9	8	5	179.0	0	0
aspglutrp		448.4	-3.8	9	7	212.0	0	0
asplyshis		398.41	-7.1	9	7	214.0	0	0
aspprolys		358.39	-7.6	8	5	176.0	0	0
aspvalasn		346.34	-4.9	8	6	202.0	0	0
atp		507.18	-5.7	17	7	279.0	0	0
atvacid		1117.3	0.0	12	8	224.0	0	0
avite2		424.7	9.3	2	1	29.5	0	0
atvlac		540.6	5.7	5	2	80.6	0	0
b2coa		835.6	-4.8	22	9	389.0	0	0
bamppald		73.09	-1.3	2	1	43.1	0	0
betald		102.15	-0.2	1	0	17.1	0	0
avite1		430.7	10.7	2	1	29.5	0	0
bgly		179.17	0.3	3	2	66.4	0	0
bglc		504.4	-6.9	16	11	269.0	0	0
bilglcur		778.8	0.0	13	11	292.0	0	0
bildglcur		936.9	-0.2	18	12	357.0	0	0
btcoa		837.6	-4.8	22	9	389.0	0	0
btn		244.31	0.3	4	3	104.0	0	0
bvite		416.7	10.3	2	1	29.5	0	0
bz		121.11	2.5	2	0	40.1	0	0
bzcoa		871.6	-4.0	22	9	389.0	0	0
c16dc		429.6	5.9	6	1	104.0	0	0
c226coa		1078.0	0.8	22	9	389.0	0	0
c226crn		471.7	6.8	4	0	66.4	0	0
c6crn		259.34	2.3	4	0	66.4	0	0
ca2		40.08	0.0	0	0	0.0	0	0
ca3s		488.6	3.2	8	4	150.0	0	0
caro		536.9	13.5	0	0	0.0	0	0
carn		226.23	-4.0	5	4	121.0	0	0
cala		132.12	-1.5	3	3	92.4	0	0
cbasp		176.13	-1.9	5	4	130.0	0	0
carveol		152.23	2.1	1	1	20.2	0	0
caproic		116.16	1.9	2	1	37.3	0	0
cbp		141.02	-2.1	5	3	110.0	0	0
camp		329.21	-2.6	10	3	155.0	0	0
chlstol		384.6	7.8	1	1	20.2	0	0
cdp		403.18	-4.5	11	6	222.0	0	0
cholcoaone		1214.2	-1.4	26	12	467.0	0	0
cholcoads		1198.2	-0.5	25	12	450.0	0	0
cholate		407.6	4.2	5	3	101.0	0	0
cholcoar		1200.2	-0.2	25	12	450.0	0	0
cholcoas		1200.2	-0.2	25	12	450.0	0	0
chsterols		466.7	8.2	4	1	72.0	0	0
cit		189.1	0.2	7	1	141.0	0	0
citr		192.12	-1.7	7	4	132.0	0	0
clpndcoa		1080.0	1.3	22	9	389.0	0	0
clpnd		330.5	6.7	2	1	37.3	0	0
cl		35.45	0.8	1	0	0.0	0	0
clpndcrn		473.7	6.7	4	0	66.4	0	0
cmpacna		614.5	-6.7	16	10	321.0	0	0
coa		767.5	-5.8	21	10	348.0	0	0
co		28.01	0.7	1	0	1.0	0	0
cmp		323.2	-3.4	8	5	175.0	0	0
coprost		388.7	9.4	1	1	20.2	0	0
coke		303.35	2.3	5	0	55.8	0	0
co2		44.009	0.9	2	0	34.1	0	0
cpppg3		660.8	3.6	8	8	212.0	0	0
crglz		353.4	-0.2	6	3	124.0	0	0
cpppg1		660.8	3.6	8	8	212.0	0	0
coumarin		146.14	1.4	2	0	26.3	0	0
crtn		113.12	-1.8	1	1	58.7	0	0
crvs		459.5	3.6	7	3	99.9	0	0
crn		161.2	-0.2	3	1	60.4	0	0
crtstrn		346.5	1.9	4	2	74.6	0	0
csn		111.1	-1.7	2	2	67.5	0	0
csa		1202.6	7.5	12	5	279.0	0	0
cynt		42.017	1.0	2	0	18.1	0	0
cyan		27.025	0.1	1	0	23.8	0	0
cys		121.16	-2.5	4	3	64.3	0	0
ctp		483.16	-5.6	14	7	268.0	0	0
cytd		243.22	-2.1	5	4	129.0	0	0
dadp		411.2	-3.3	13	5	212.0	0	0
dc2coa		919.8	-1.7	22	9	389.0	0	0
dcacoa		921.8	-1.6	22	9	389.0	0	0
dcamp		463.29	-3.2	15	7	247.0	0	0
dca3s		472.6	4.5	7	3	130.0	0	0
datp		491.18	-4.4	16	6	259.0	0	0
damp		331.22	-2.2	10	4	166.0	0	0
dchac		391.6	5.6	4	2	80.6	0	0
dca		128.94	0.9	2	1	37.3	0	0
dcsptn1coa		1080.0	1.4	22	9	389.0	0	0
dcsptn1crn		473.7	7.5	4	0	66.4	0	0
dcdp		387.18	-4.5	10	5	201.0	0	0
dd2coa		947.8	-0.6	22	9	389.0	0	0
dcyt		227.22	-1.8	4	3	108.0	0	0
dctp		467.16	-5.6	13	6	248.0	0	0
dcmp		307.2	-3.4	7	4	155.0	0	0
ddcacoa		945.8	-0.8	22	5	400.0	0	0
decdicrn		311.4	2.9	4	1	77.4	0	0
decdp		859.1	15.6	7	3	113.0	0	0
dedoldp		518.6	6.3	7	3	113.0	0	0
debrisoquine		175.23	0.8	1	2	53.1	0	0
dgchol		449.6	4.3	5	4	107.0	0	0
dha		90.08	-1.4	3	2	57.5	0	0
dhap		170.06	-2.5	6	3	104.0	0	0
dgsn		267.24	-0.9	6	4	135.0	0	0
dgcholcoa		1142.1	-0.5	24	11	429.0	0	0
dhcholestanate		434.7	6.6	4	3	77.8	0	0
dhbpt		239.23	-2.6	5	4	133.0	0	0
dgdp		427.2	-4.5	12	6	228.0	0	0
dhcholoylcoa		1182.2	0.8	24	11	429.0	0	0
dgtp		507.18	-5.6	15	7	275.0	0	0
dgmp		347.22	-3.0	9	5	182.0	0	0
dheas		368.5	2.8	5	1	89.1	0	0
dhdascb		174.11	-1.0	6	2	101.0	0	0
dhea		288.4	3.2	2	1	37.3	0	0
dhf		441.4	0.4	10	5	213.0	0	0
dhmtp		162.21	0.8	4	2	82.8	0	0
diholineth		349.5	6.0	2	2	49.3	0	0
ditp		488.13	-5.3	15	2	260.0	0	0
dkmpp		242.19	-1.6	7	2	126.0	0	0
didp		412.19	-3.9	12	5	202.0	0	0
dimp		332.21	-2.8	9	4	156.0	0	0
din		252.23	-1.7	6	3	109.0	0	0
dmhptcoa		907.8	-2.4	22	9	389.0	0	0
dmgly		103.12	-2.9	3	1	40.5	0	0
dmhptcrn		301.42	3.7	4	0	66.4	0	0
dmnoncrn		329.5	4.4	4	0	66.4	0	0
dmpp		246.09	-1.1	7	3	113.0	0	0
dnad		665.4	-5.3	19	8	312.0	0	0
docohxeth		371.6	5.3	2	2	49.3	0	0
dolglcp		602.7	6.1	9	5	146.0	0	0
dodecanac		230.3	3.2	4	2	74.6	0	0
doldp		520.6	6.6	7	3	113.0	0	0
docoscoa		1090.1	4.9	22	9	389.0	0	0
docosdiac		370.6	8.6	4	2	74.6	0	0
dopa4glcur		329.3	-3.3	9	6	163.0	0	0
dopa		153.18	-1.0	3	3	66.5	0	0
dopaqn		195.17	-3.4	5	2	97.5	0	0
dopasf		233.24	-3.0	6	3	118.0	0	0
dpcoa		687.6	-4.7	18	9	301.0	0	0
duri		228.2	-1.6	5	3	99.1	0	0
drib		133.15	-1.7	4	4	72.7	0	0
dtdp		402.19	-3.9	11	5	192.0	0	0
dtmp		322.21	-2.8	8	4	146.0	0	0
e4p		200.08	-3.3	7	4	124.0	0	0
dttp		482.17	-5.0	14	6	239.0	0	0
dudp		388.16	-4.4	11	5	192.0	0	0
dump		308.18	-3.3	8	4	146.0	0	0
eandrstrn		304.4	2.7	3	2	57.5	0	0
egme		199.25	0.6	4	1	49.8	0	0
dutp		468.14	-5.5	14	6	239.0	0	0
eicostet		296.4	5.3	2	1	37.3	0	0
eicostetcoa		1054.0	0.9	22	9	389.0	0	0
ebastine		469.7	7.2	3	0	29.5	0	0
eidi1114ac		308.5	7.9	2	1	37.3	0	0
elaid		282.5	6.5	2	1	37.3	0	0
elaidcrn		425.6	7.9	4	0	66.4	0	0
estriolglc		464.5	1.1	9	6	157.0	0	0
estradiolglc		448.5	1.1	8	5	137.0	0	0
estrones		350.4	2.5	5	1	89.1	0	0
estradiol		272.4	4.0	2	2	40.5	0	0
estrone		270.4	3.1	2	1	37.3	0	0
estriol		288.4	2.5	3	3	60.7	0	0
ethmalac		132.11	0.4	4	2	74.6	0	0
ethmalcoa		881.6	-5.0	24	10	426.0	0	0
etoh		46.07	-0.1	1	1	20.2	0	0
f1a		673.6	-9.9	19	12	339.0	0	0
f6p		260.14	-3.9	9	6	157.0	0	0
etha		61.08	-1.3	2	2	46.3	0	0
fadh2		787.6	-4.8	21	11	356.0	0	0
fdp		340.12	-5.6	12	7	203.0	0	0
ethamp		141.06	-4.8	5	3	92.8	0	0
fald		30.026	1.2	1	0	17.1	0	0
fe3		55.84	0.0	0	0	0.0	0	0
fad		785.5	-5.0	20	9	356.0	0	0
fgam		314.19	-4.3	9	6	175.0	0	0
fna5moxam		264.28	0.6	4	2	84.5	0	0
fol		441.4	-1.1	10	6	209.0	0	0
for		45.017	0.5	2	0	40.1	0	0
fmn		456.3	-2.6	10	6	202.0	0	0
fpram		313.2	-4.6	9	6	184.0	0	0
forglu		174.15	-1.1	5	3	113.0	0	0
formcoa		791.5	-5.9	22	5	400.0	0	0
frdp		382.33	2.6	7	3	113.0	0	0
fprica		366.22	-4.0	10	6	206.0	0	0
fru		180.16	-2.8	6	5	110.0	0	0
fuc		164.16	-2.2	5	4	98.0	0	0
f1p		260.14	-4.5	9	6	157.0	0	0
fvs		411.5	3.5	5	3	82.7	0	0
g3pc		257.22	-2.3	6	2	99.1	0	0
g3p		170.06	-2.7	6	3	104.0	0	0
fum		114.06	1.0	4	0	80.3	0	0
g1p		260.14	-3.8	9	6	157.0	0	0
g6p		260.14	-4.5	9	6	165.0	0	0
ga1		348.4	0.2	6	3	104.0	0	0
gal		180.16	-2.6	6	5	110.0	0	0
gal1p		260.14	-3.8	9	6	157.0	0	0
galt		182.17	-3.1	6	6	121.0	0	0
gca3s		545.7	2.5	9	5	179.0	0	0
gchola		465.6	2.9	6	5	127.0	0	0
gam		179.17	-2.8	6	5	116.0	0	0
gcdca3s		529.7	3.9	8	4	159.0	0	0
gcald		60.05	-0.9	2	1	37.3	0	0
gam6p		259.15	-6.8	9	6	163.0	0	0
gar		286.18	-6.8	9	6	172.0	0	0
gd3		157.25	0.0	0	0	0.0	0	0
gdca3s		529.7	3.9	8	4	159.0	0	0
gdpmann		605.3	-6.2	18	10	327.0	0	0
gdpfuc		589.3	-5.7	17	9	307.0	0	0
glc		180.16	-2.6	6	5	110.0	0	0
glac		176.12	-1.8	6	3	104.0	0	0
glcn		195.15	-2.7	7	5	141.0	0	0
glcur		194.14	-2.3	7	5	127.0	0	0
gdp		443.2	-4.6	13	7	248.0	0	0
glcur1p		274.12	-3.4	10	6	174.0	0	0
gln		146.14	-3.1	4	3	106.0	0	0
glcr		210.14	-2.5	8	6	156.0	0	0
glnasngln		388.38	-7.3	8	7	251.0	0	0
glnhishis		420.4	-5.1	8	7	222.0	0	0
glnhislys		411.5	-5.1	8	7	219.0	0	0
glnlyslys		402.5	-6.5	8	7	217.0	0	0
glnlystrp		460.5	-3.8	7	7	206.0	0	0
glntyrleu		422.5	-3.8	7	6	185.0	0	0
glu		147.13	-3.7	5	3	101.0	0	0
gluargleu		415.5	-5.9	7	7	229.0	0	0
glu5sa		131.13	-3.8	4	2	80.4	0	0
gluasnleu		373.4	-4.6	7	6	208.0	0	0
glucys		250.27	-3.8	7	5	131.0	0	0
gluilelys		388.5	-6.9	8	6	185.0	0	0
gluleu		260.29	-3.3	6	4	130.0	0	0
gluglu		276.24	-5.1	8	5	167.0	0	0
glutcon		130.1	-0.3	4	2	74.6	0	0
glutar		132.11	-0.3	4	2	74.6	0	0
gluthr		248.23	-4.4	7	5	150.0	0	0
gluside		183.19	0.9	3	1	71.6	0	0
glutrpala		404.4	-3.1	7	6	175.0	0	0
glumet		278.33	-3.7	7	4	155.0	0	0
glutacoa		879.6	-5.7	24	10	426.0	0	0
glx		74.04	-0.3	3	1	54.4	0	0
gluthrlys		376.41	-7.2	9	7	205.0	0	0
gly		75.07	-3.2	3	2	63.3	0	0
glyb		117.15	0.5	2	0	40.1	0	0
glyc		92.09	-1.8	3	3	60.7	0	0
glyc2p		172.07	-2.9	6	4	107.0	0	0
glyc3p		172.07	-2.9	6	4	107.0	0	0
glyhisasn		326.31	-5.7	7	6	193.0	0	0
glyleu		188.22	-2.3	4	3	92.4	0	0
glyhislys		340.38	-4.4	7	6	176.0	0	0
glylyscys		306.38	-4.2	7	6	149.0	0	0
glylysphe		350.4	-3.2	6	5	148.0	0	0
glypro		172.18	-3.1	4	2	83.6	0	0
glysar		146.14	-3.9	4	2	83.6	0	0
glytyrlys		366.4	-3.8	7	6	168.0	0	0
glyphe		222.24	-2.7	4	3	92.4	0	0
glyvalhis		311.34	-3.2	6	5	150.0	0	0
glz		323.4	1.5	4	2	86.9	0	0
gpi		360.4	3.1	5	0	76.6	0	0
gq1b		1969.7	-17.1	55	31	989.0	0	0
gmp		363.22	-3.5	10	6	202.0	0	0
gq1c		2517.8	0.9	55	34	965.0	0	0
gt1b		1695.5	-15.3	48	28	860.0	0	0
gt1a		1890.9	-9.3	47	30	832.0	0	0
gt2		359.6	3.4	3	3	78.4	0	0
grdp		314.21	0.7	7	3	113.0	0	0
gudac		117.11	-1.6	3	3	102.0	0	0
gullac		178.14	-2.0	6	4	107.0	0	0
gudca3s		529.7	3.9	8	4	159.0	0	0
gsn		283.24	-1.9	7	5	155.0	0	0
gthrd		307.33	-4.5	8	6	160.0	0	0
gua		151.13	-1.1	3	3	96.2	0	0
guln		195.15	-2.7	7	5	141.0	0	0
gtp		523.18	-5.7	16	8	295.0	0	0
h		1.008	0.0	0	1	0.0	0	0
h2co3		62.025	-0.1	3	2	57.5	0	0
h2o2		34.015	-0.9	2	2	40.5	0	0
h2o		18.015	-0.5	1	1	1.0	0	0
hco3		61.017	0.5	3	1	60.4	0	0
hcys		121.16	-2.5	4	3	64.3	0	0
ha		799.6	0.0	23	14	400.0	0	0
hdcea		254.41	6.4	2	1	37.3	0	0
hdca		256.42	6.4	2	1	37.3	0	0
hdd2coa		1003.9	1.6	22	9	389.0	0	0
hdcecrn		399.6	7.7	4	0	66.4	0	0
hdl		195.13	-3.2	7	6	147.0	0	0
hdd2crn		397.6	7.6	4	0	66.4	0	0
hestratriol		288.4	3.7	3	3	60.7	0	0
hexdtr		250.38	4.8	2	1	37.3	0	0
hexdicoa		1030.9	0.2	24	5	440.0	0	0
hhxdcal		256.42	6.3	2	1	37.3	0	0
his		155.15	-3.2	4	3	92.0	0	0
hisargser		398.42	-6.0	8	8	235.0	0	0
hisasp		270.24	-4.4	7	5	158.0	0	0
hisglnala		354.36	-4.9	7	6	193.0	0	0
hisglugln		412.4	-5.4	9	7	231.0	0	0
hishislys		420.5	-4.2	8	7	205.0	0	0
hisglylys		411.5	-4.2	8	7	202.0	0	0
hislysala		354.41	-4.0	7	6	176.0	0	0
hislysile		396.5	-2.7	7	6	176.0	0	0
hismetgln		414.5	-4.3	8	6	219.0	0	0
hislysthr		384.43	-4.6	8	7	196.0	0	0
hismet		286.35	-2.8	6	4	146.0	0	0
hisprolys		380.4	-4.7	7	5	167.0	0	0
hislysval		382.5	-3.0	7	6	176.0	0	0
hisphearg		458.5	-3.3	7	7	215.0	0	0
histrphis		478.5	-2.9	7	7	195.0	0	0
hmbil		854.8	-0.9	17	13	382.0	0	0
hmcr		189.21	-3.9	4	4	118.0	0	0
hom		233.22	0.3	4	2	89.6	0	0
homoval		182.17	0.4	4	2	66.8	0	0
hpdcacoa		1020.0	2.2	22	9	389.0	0	0
hpdcacrn		413.6	8.3	4	0	66.4	0	0
hpyr		104.06	-1.0	4	2	74.6	0	0
hnifedipine		362.3	0.9	8	2	131.0	0	0
hx2coa		863.7	-3.8	22	9	389.0	0	0
hs		269.1336	0.0	0	0	0.0	0	0
ibcoa		837.6	-4.6	22	9	389.0	0	0
hxan		136.11	-0.5	3	2	70.1	0	0
hxa		115.15	2.6	2	0	40.1	0	0
ibupgluc		382.4	2.0	8	4	134.0	0	0
idl		176.17	1.3	3	1	54.6	0	0
icit		192.12	-1.8	7	4	132.0	0	0
idour		194.14	-2.3	7	5	127.0	0	0
i		253.8089	1.7	0	0	0.0	0	0
ileargile		400.5	-3.6	6	6	186.0	0	0
ileasnhis		382.42	-3.9	7	6	193.0	0	0
im4ac		126.11	-0.4	3	2	66.0	0	0
im4act		110.11	-0.5	2	1	45.8	0	0
ind56qn		147.13	-0.3	3	1	46.2	0	0
ipdp		246.09	-0.9	7	3	113.0	0	0
inost		180.16	-3.7	6	6	121.0	0	0
ins		268.23	-1.3	7	4	129.0	0	0
imp		348.21	-3.0	10	5	176.0	0	0
iodine		253.8089	1.7	0	0	0.0	0	0
ivcoa		851.7	-4.3	22	9	389.0	0	0
k		39.0983	0.0	0	0	0.0	0	0
isochol		152.15	-0.6	3	2	62.2	0	0
ksi		278.35	2.4	3	2	59.6	0	0
itp		508.17	-5.1	16	7	269.0	0	0
kdn		268.22	-3.5	9	7	168.0	0	0
kynate		189.17	1.3	4	2	66.4	0	0
lca3s		456.6	5.9	6	2	109.0	0	0
leu		131.17	-1.5	3	2	63.3	0	0
leuasplys		374.43	-5.6	8	6	185.0	0	0
leugly		188.22	-2.3	4	3	92.4	0	0
leualaarg		358.44	-4.5	6	6	186.0	0	0
leuktrB4		335.5	4.8	4	2	80.6	0	0
leuleutrp		430.5	0.2	5	5	137.0	0	0
leuleu		244.33	-1.5	4	3	92.4	0	0
leupro		228.29	-1.8	4	2	83.6	0	0
leuproarg		384.5	-4.1	6	5	177.0	0	0
leutrp		317.4	-0.8	4	4	108.0	0	0
leutrparg		473.6	-2.2	6	7	202.0	0	0
leuval		230.3	-2.0	4	3	92.4	0	0
leutyrtyr		457.5	-1.4	7	6	162.0	0	0
lgnc		368.6	10.7	2	1	37.3	0	0
lgt		210.14	-2.5	8	6	156.0	0	0
lineth		323.5	5.6	2	2	49.3	0	0
lipoate		205.3	2.3	4	0	90.7	0	0
lneldccoa		1025.9	0.8	22	5	400.0	0	0
lnlccrn		423.6	7.2	4	0	66.4	0	0
lneldccrn		423.6	7.2	4	0	66.4	0	0
lnlccoa		1030.0	1.1	22	9	389.0	0	0
lnlncacoa		1028.0	0.5	22	9	389.0	0	0
lnlncg		278.4	5.9	2	1	37.3	0	0
lnlncgcoa		1028.0	0.5	22	9	389.0	0	0
lstn		422.9	4.3	5	2	92.5	0	0
lstn1gluc		599.0	2.4	11	5	189.0	0	0
lthstrl		386.7	8.3	1	1	20.2	0	0
lys		146.19	-3.0	4	3	89.3	0	0
lyscyshis		386.5	-4.1	8	7	177.0	0	0
lysargleu		415.5	-5.0	7	7	212.0	0	0
lysglnphe		421.5	-3.5	7	6	191.0	0	0
lyspheile		406.5	-1.9	6	5	148.0	0	0
lystrparg		488.6	-3.7	7	8	228.0	0	0
lyslyslys		402.5	-5.6	8	7	200.0	0	0
lystyrile		422.5	-2.3	7	6	168.0	0	0
lysvalphe		392.5	-2.9	6	5	148.0	0	0
lysvaltrp		431.5	-1.7	6	6	163.0	0	0
m2mn		707.6	-7.9	21	14	357.0	0	0
malthp		1153.0	-15.8	36	23	593.0	0	0
maltpt		828.7	-11.5	26	17	435.0	0	0
malthx		990.9	-13.6	31	20	514.0	0	0
man6p		260.14	-4.2	9	6	157.0	0	0
man1p		260.14	-3.8	9	6	157.0	0	0
maltttr		666.6	-9.3	21	14	356.0	0	0
malt		214.31	3.2	1	1	19.0	0	0
mdz		325.8	2.5	3	0	30.2	0	0
man		180.16	-2.6	6	5	110.0	0	0
mepi		197.23	-1.0	4	3	61.7	0	0
mercplaccys		241.3	-3.7	8	4	171.0	0	0
meoh		32.042	-0.5	1	1	20.2	0	0
mercppyr		120.13	0.0	4	2	55.4	0	0
melanin		318.3	-1.2	6	2	92.3	0	0
met		149.21	-1.9	4	2	88.6	0	0
mercplac		122.15	-0.5	4	3	58.5	0	0
metasntyr		426.5	-3.8	8	6	210.0	0	0
metargleu		418.6	-3.3	7	6	211.0	0	0
metglntyr		440.5	-3.4	8	6	210.0	0	0
methf		456.4	-1.7	8	6	189.0	0	0
methislys		414.5	-3.3	8	6	202.0	0	0
metglyarg		362.45	-4.5	7	6	211.0	0	0
metmetile		393.6	-2.2	7	4	172.0	0	0
metphearg		452.6	-3.5	7	6	211.0	0	0
mettrpphe		482.6	-0.2	6	5	163.0	0	0
mhista		125.17	-0.6	2	1	43.8	0	0
mev		153.14	0.6	3	0	63.6	0	0
mi134p		420.1	-7.0	15	9	261.0	0	0
mi13p		336.08	-6.2	12	4	226.0	0	0
mi14p		340.12	-5.9	12	8	214.0	0	0
mi34p		340.12	-5.9	12	8	214.0	0	0
minohp		660.04	-10.3	24	12	401.0	0	0
mma		31.057	-0.7	1	1	26.0	0	0
mlthf		457.4	-0.5	10	6	190.0	0	0
mqn11		921.5	21.9	2	0	34.1	0	0
mqn10		853.3	20.1	2	0	34.1	0	0
mn		383.35	-4.7	11	8	198.0	0	0
msa		87.05	0.1	3	0	57.2	0	0
mqn8		717.1	16.4	2	0	34.1	0	0
mqn9		785.2	18.2	2	0	34.1	0	0
mthgxl		72.06	-0.4	2	0	34.1	0	0
n8aspmd		187.28	-0.8	3	3	67.2	0	0
nacvanala		253.25	0.1	5	3	95.9	0	0
na1		22.9897693	0.0	0	0	0.0	0	0
nad		663.4	-6.0	18	7	321.0	0	0
nadp		740.4	-7.3	21	5	376.0	0	0
napqi		149.15	0.1	2	0	46.5	0	0
ncam		122.12	-0.4	2	1	56.0	0	0
ndersv		467.5	1.5	10	4	158.0	0	0
nadh		665.4	-5.7	19	8	318.0	0	0
nadph		745.4	-6.8	22	9	364.0	0	0
nfd		346.3	2.2	7	1	110.0	0	0
nh4		18.039	-0.7	0	1	1.0	0	0
nformanth		164.14	1.8	3	1	69.2	0	0
nicrnt		336.21	-2.7	9	5	158.0	0	0
no		30.006	0.2	1	0	18.1	0	0
no2		46.006	-0.8	3	0	52.5	0	0
nrpphr		169.18	-1.2	4	4	86.7	0	0
npthl		128.17	3.3	0	0	0.0	0	0
nifedipine		346.3	2.2	7	1	110.0	0	0
nwharg		190.2	-4.3	5	5	134.0	0	0
nmn		334.22	-3.5	8	4	166.0	0	0
nrvnc		366.6	9.8	2	1	37.3	0	0
o2s		31.999	-1.0	1	0	24.1	0	0
oaa		132.07	-0.6	5	2	91.7	0	0
occoa		889.7	-3.0	22	5	400.0	0	0
ocdcea		281.5	7.9	2	0	40.1	0	0
o2		31.999	-1.1	2	0	34.1	0	0
ocdca		283.5	8.1	2	0	40.1	0	0
octd11ecoa		1032.0	1.8	22	9	389.0	0	0
odecoa		1032.0	1.8	22	9	389.0	0	0
od2coa		1032.0	2.7	22	9	389.0	0	0
octa		143.2	3.7	2	0	40.1	0	0
oleth		325.5	6.3	2	2	49.3	0	0
onpthl		144.17	1.8	1	0	12.5	0	0
oxa		88.02	1.0	4	0	80.3	0	0
orn		132.16	-4.4	4	3	89.3	0	0
orot5p		368.19	-4.2	11	6	203.0	0	0
oxy7rb		283.22	-1.7	9	3	130.0	0	0
omeprazole		345.4	2.2	6	1	96.3	0	0
pac		136.15	1.4	2	1	37.3	0	0
oxyp		152.11	-0.9	3	3	86.9	0	0
pacald		120.15	1.8	1	0	17.1	0	0
paf		523.7	6.5	7	0	94.1	0	0
pa		231.03588	0.0	0	0	0.0	0	0
pap		427.2	-4.6	14	6	233.0	0	0
pan4p		358.35	-2.1	8	6	146.0	0	0
paps		507.27	-5.0	17	6	284.0	0	0
pcollg5hlys		162.19	-4.2	5	4	110.0	0	0
pcreat		211.11	-2.6	6	4	136.0	0	0
pcresol		108.14	1.9	1	1	20.2	0	0
pcrn		217.26	0.9	4	0	66.4	0	0
pcs		188.2	1.3	4	1	72.0	0	0
pd3		384.6	7.7	1	1	20.2	0	0
pdx5p		249.16	-1.9	7	4	120.0	0	0
peamn		121.18	1.4	1	1	26.0	0	0
pe161		687.9	10.6	8	1	139.0	0	0
pentcoa		851.7	-4.2	22	9	389.0	0	0
phaccoa		885.7	-4.0	22	9	389.0	0	0
phe		165.19	-1.5	3	2	63.3	0	0
pheacgln		264.28	0.0	4	3	109.0	0	0
perillyl		152.23	2.1	1	1	20.2	0	0
pep		168.04	-1.1	6	3	104.0	0	0
pheacgly		193.2	0.7	3	2	66.4	0	0
pheasp		280.28	-3.5	6	4	130.0	0	0
pheasnmet		410.5	-3.4	7	5	190.0	0	0
pheglnphe		440.5	-2.8	6	5	165.0	0	0
pheleu		278.35	-1.2	4	3	92.4	0	0
pheleuhis		415.5	-1.9	6	5	150.0	0	0
phelyspro		390.5	-2.9	6	4	139.0	0	0
phelysala		364.4	-3.4	6	5	148.0	0	0
